antecedent,consequent,support,confidence,lift,antecedent_support,consequent_support,leverage,conviction
OUT_VEZES=1 & SIT_CONJUG=2,CS_RACA=1,0.05024,0.3995546365516145,1.0596579763210483,0.12574,0.37706,0.002828475600000005,1.0374632529801326
SG_UF=35 & SIT_CONJUG=1,AUTOR_SEXO=1,0.07122,0.7327160493827162,1.059419984070322,0.0972,0.69162,0.003994536000000007,1.1537542725173215
AUTOR_SEXO=1 & SG_UF=31,CS_RACA=4,0.03072,0.4980544747081712,1.0590144050779742,0.06168,0.4703,0.001711896000000001,1.0552937984496125
CS_ESCOL_N=06 & CS_RACA=1,REDE_SAU=1,0.04784,0.6343145054362238,1.0581431712478293,0.07542,0.59946,0.0026287268000000016,1.0953127918781727
CS_ESCOL_N=09 & SIT_CONJUG=1,ORIENT_SEX=1,0.04188,0.6278860569715143,1.057723892341084,0.0667,0.59362,0.0022855459999999994,1.0920848509266723
AUTOR_SEXO=2 & OUT_VEZES=2,SIT_CONJUG=1,0.03392,0.4154826065654091,1.0574229017749393,0.08164,0.39292,0.0018420112000000002,1.0386004023470246
CS_RACA=1 & REDE_SAU=1,AG_AMEACA=2,0.18246,0.7659306523381749,1.0574186878236393,0.23822,0.72434,0.009907725200000023,1.1776851721664283
SG_UF=35,AG_AMEACA=2,0.19128,0.7656712833239934,1.0570606114863095,0.24982,0.72434,0.010325381200000011,1.1763816399043394
CS_ESCOL_N=09 & REDE_SAU=1,CS_RACA=4,0.06144,0.4970873786407767,1.0569580664273373,0.1236,0.4703,0.003310920000000002,1.053264478764479
CS_ESCOL_N=10 & CS_RACA=4,REDE_SAU=1,0.0342,0.6335679881437569,1.0568978549757397,0.05398,0.59946,0.001841149200000003,1.0930813549039433
AG_AMEACA=2 & AUTOR_SEXO=2,REDE_SAU=1,0.08394,0.6333182435491173,1.0564812390303226,0.13254,0.59946,0.004487571600000004,1.0923368641975308
ORIENT_SEX=8,CS_RACA=1,0.08262,0.398130300693909,1.0558804983130243,0.20752,0.37706,0.004372508799999994,1.035008076861489
AUTOR_SEXO=1 & SG_UF=31,REDE_SAU=1,0.03904,0.6329442282749675,1.0558573187117866,0.06168,0.59946,0.002065307199999998,1.091223816254417
AUTOR_SEXO=1 & REDE_SAU=1,CS_RACA=1,0.15958,0.39769725365099934,1.0547320151991708,0.40126,0.37706,0.008280904399999983,1.0342639208871234
CS_ESCOL_N=05 & ORIENT_SEX=1,CS_RACA=4,0.03524,0.49577940348902644,1.0541769157750935,0.07108,0.4703,0.0018110760000000017,1.0505322544642857
CS_RACA=1,REDE_SAU=1,0.23822,0.6317827401474566,1.0539197613643223,0.37706,0.59946,0.012187612399999992,1.0877817084413712
REDE_SAU=1,CS_RACA=1,0.23822,0.39739098522003136,1.0539197613643223,0.59946,0.37706,0.012187612399999992,1.0337382692946517
CS_RACA=2,REDE_SAU=2,0.0381,0.38206979542719616,1.0534625439152867,0.09972,0.36268,0.0019335503999999976,1.031378617332035
CS_ESCOL_N=09 & OUT_VEZES=1,ORIENT_SEX=1,0.04416,0.6251415628539072,1.0531005741954569,0.07064,0.59362,0.002226683199999996,1.084089244712991
AUTOR_SEXO=1 & CS_ESCOL_N=05,CS_RACA=4,0.03564,0.495,1.0525196682968319,0.072,0.4703,0.0017783999999999994,1.048910891089109
ORIENT_SEX=1 & OUT_VEZES=2,CS_RACA=1,0.0916,0.39684602720734774,1.052474479412687,0.23082,0.37706,0.004567010800000007,1.0328042723746589
SG_UF=31,AUTOR_SEXO=1,0.06168,0.7278734953976871,1.0524182287928154,0.08474,0.69162,0.0030721211999999998,1.1332229488291414
OUT_VEZES=2 & SG_UF=33,AG_AMEACA=2,0.03306,0.7621023513139695,1.052133461239155,0.04338,0.72434,0.0016381307999999983,1.1587336046511627
CS_RACA=1 & ORIENT_SEX=1,REDE_SAU=1,0.14476,0.6305976650984493,1.0519428570687774,0.22956,0.59946,0.007147962400000013,1.0842920094339625
CS_ESCOL_N=05,CS_RACA=4,0.04596,0.4946190271201033,1.051709604763137,0.09292,0.4703,0.0022597239999999977,1.0481201873935264
AG_AMEACA=2 & REDE_SAU=1,CS_RACA=1,0.18246,0.3965142559109875,1.051594589484399,0.46016,0.37706,0.008952070400000012,1.0322364796543033
AUTOR_SEXO=1 & SIT_CONJUG=8,CS_RACA=1,0.0342,0.396383866481224,1.0512487839633586,0.08628,0.37706,0.0016672632000000048,1.0320135023041477
CS_RACA=4 & SIT_CONJUG=1,REDE_SAU=2,0.0715,0.3810488168833937,1.0506474492207833,0.18764,0.36268,0.003446724799999995,1.0296773273635267
AG_AMEACA=2 & SIT_CONJUG=2,REDE_SAU=1,0.09766,0.629820714562105,1.050646773032571,0.15506,0.59946,0.004707732399999998,1.082016243902439
OUT_VEZES=2 & REDE_SAU=1,ORIENT_SEX=1,0.1565,0.6236550569857336,1.0505964370906196,0.25094,0.59362,0.007536997200000006,1.079807255400254
CS_RACA=4 & SG_UF=35,OUT_VEZES=1,0.04072,0.4544642857142857,1.0503958898772379,0.0896,0.43266,0.001953664000000001,1.0399685761047464
CS_RACA=4 & REDE_SAU=2,SIT_CONJUG=1,0.0715,0.4126269621421976,1.0501551515377114,0.17328,0.39292,0.0034148224000000033,1.0335510159166832
