antecedent,consequent,support,confidence,lift,antecedent_support,consequent_support,leverage,conviction
CS_ESCOL_N=06 & REDE_SAU=1,AUTOR_SEXO=1,0.0842,0.7723353513116858,1.116704767519282,0.10902,0.69162,0.008799587599999992,1.3545361643835612
SIT_CONJUG=8,OUT_VEZES=2,0.07978,0.42782067782067784,1.1165588209120938,0.18648,0.38316,0.008328323200000001,1.0780536382380508
AUTOR_SEXO=1 & CS_ESCOL_N=10,AG_AMEACA=2,0.0345,0.808720112517581,1.1164924103564362,0.04266,0.72434,0.0035996556000000048,1.4411342647058836
ORIENT_SEX=1 & REDE_SAU=1,AUTOR_SEXO=1,0.27698,0.772177306941734,1.1164762542172493,0.3587,0.69162,0.028895906,1.353596500244738
AUTOR_SEXO=1 & CS_ESCOL_N=03,CS_RACA=4,0.0555,0.5250709555345316,1.116459612023244,0.1057,0.4703,0.0057892900000000025,1.115324501992032
OUT_VEZES=2 & SIT_CONJUG=1,AG_AMEACA=2,0.13958,0.8082223508975103,1.1158052170217168,0.1727,0.72434,0.014486482000000023,1.4373937801932377
ORIENT_SEX=8,AG_AMEACA=2,0.1676,0.8076329992289899,1.1149915774760333,0.20752,0.72434,0.017284963200000003,1.43299006012024
ORIENT_SEX=1 & SG_UF=41,AUTOR_SEXO=1,0.0383,0.7709339774557166,1.1146785481271746,0.04968,0.69162,0.003940318399999997,1.3462494200351491
ORIENT_SEX=8 & REDE_SAU=1,CS_RACA=1,0.05464,0.4201137936337075,1.1141828717809035,0.13006,0.37706,0.0055995764,1.0742452452930258
CS_ESCOL_N=03 & SIT_CONJUG=1,AUTOR_SEXO=1,0.05974,0.7702423929860753,1.1136785994998342,0.07756,0.69162,0.0060979528000000005,1.3421971268237936
ORIENT_SEX=8 & OUT_VEZES=2,CS_RACA=1,0.03744,0.4198250728862974,1.1134171561191784,0.08918,0.37706,0.0038137892000000007,1.0737106532663316
CS_ESCOL_N=03 & REDE_SAU=1,AUTOR_SEXO=1,0.06368,0.7700120918984281,1.1133456116052574,0.0827,0.69162,0.006483026000000003,1.3408531019978973
REDE_SAU=2 & SIT_CONJUG=8,AG_AMEACA=2,0.0523,0.8063521430773974,1.113223269565946,0.06486,0.72434,0.005319307599999996,1.4235117515923565
AUTOR_SEXO=3,CS_RACA=1,0.03222,0.4197498697238145,1.1132177099767,0.07676,0.37706,0.003276874400000001,1.073571495285137
CS_ESCOL_N=03 & REDE_SAU=2,ORIENT_SEX=1,0.03284,0.6607645875251509,1.113110386316416,0.0497,0.59362,0.0033370859999999995,1.1979291814946618
CS_ESCOL_N=10 & SIT_CONJUG=8,CS_RACA=1,0.04866,0.41955509570615623,1.1127011502311468,0.11598,0.37706,0.004928581200000004,1.073211247771836
AG_AMEACA=2 & OUT_VEZES=2,REDE_SAU=1,0.2106,0.6668777707409753,1.1124641689870471,0.3158,0.59946,0.021290532,1.202381482889734
AG_AMEACA=2 & CS_RACA=1,REDE_SAU=1,0.18246,0.6668372195014985,1.1123965227062667,0.27362,0.59946,0.018435754800000037,1.2022351338306279
AUTOR_SEXO=1 & REDE_SAU=1,SIT_CONJUG=1,0.17538,0.4370732193590191,1.1123720333885248,0.40126,0.39292,0.017716920800000008,1.0784351018239775
AG_AMEACA=2 & AUTOR_SEXO=1,ORIENT_SEX=1,0.31032,0.6601991319887669,1.112157831590524,0.47004,0.59362,0.03129485519999997,1.1959357325319306
OUT_VEZES=2 & SIT_CONJUG=1,REDE_SAU=1,0.11506,0.6662420382165605,1.1114036603218904,0.1727,0.59946,0.011533258000000005,1.2000912213740458
AUTOR_SEXO=1 & SG_UF=33,ORIENT_SEX=1,0.05416,0.6595226497808085,1.1110182436252292,0.08212,0.59362,0.005411925599999999,1.1935595708154505
AG_AMEACA=1 & REDE_SAU=1,CS_RACA=1,0.04866,0.4187607573149742,1.1105944871239968,0.1162,0.37706,0.004845628000000005,1.0717445661830027
AG_AMEACA=2 & OUT_VEZES=1,AUTOR_SEXO=1,0.20314,0.7673188789000529,1.1094515469478223,0.26474,0.69162,0.020040521199999994,1.3253331363636365
AUTOR_SEXO=1 & CS_RACA=2,REDE_SAU=2,0.03014,0.4021884174005871,1.108934645970517,0.07494,0.36268,0.0029607607999999966,1.0660884107142856
CS_ESCOL_N=10,CS_RACA=1,0.04878,0.4178516361144423,1.1081834087796167,0.11674,0.37706,0.0047620155999999955,1.0700708593290171
CS_ESCOL_N=03 & CS_RACA=1,REDE_SAU=1,0.0303,0.664182376150811,1.1079677979361608,0.04562,0.59946,0.0029526347999999994,1.192730731070496
CS_ESCOL_N=04,AUTOR_SEXO=1,0.04366,0.7659649122807016,1.1074938727635142,0.057,0.69162,0.004237659999999997,1.317665667166416
CS_ESCOL_N=03 & ORIENT_SEX=1,CS_RACA=4,0.04742,0.5206411945542381,1.1070406007957434,0.09108,0.4703,0.004585076,1.1050177737059095
ORIENT_SEX=1 & OUT_VEZES=2,AG_AMEACA=2,0.18504,0.80166363400052,1.1067504680129774,0.23082,0.72434,0.01784784120000002,1.389861100917432
AUTOR_SEXO=1 & SG_UF=33,REDE_SAU=2,0.03296,0.4013638577691184,1.1066611276307445,0.08212,0.36268,0.003176718400000004,1.064619983726607
AG_AMEACA=2 & CS_ESCOL_N=06,REDE_SAU=1,0.08026,0.663305785123967,1.1065054968204167,0.121,0.59946,0.007725339999999997,1.1896254295532647
CS_RACA=1 & SIT_CONJUG=8,REDE_SAU=1,0.04988,0.6632978723404255,1.1064922969679802,0.0752,0.59946,0.004800607999999998,1.1895974723538703
OUT_VEZES=2 & SIT_CONJUG=2,AG_AMEACA=2,0.0592,0.8010825439783492,1.1059482342247415,0.0739,0.72434,0.005671274000000011,1.3858009523809531
AG_AMEACA=2 & ORIENT_SEX=1,AUTOR_SEXO=1,0.31032,0.7639962578167315,1.1046474332967982,0.40618,0.69162,0.029397788400000013,1.3066741957020656
CS_ESCOL_N=06 & ORIENT_SEX=1,CS_RACA=1,0.06296,0.41634704404179346,1.1041930834397535,0.15122,0.37706,0.005940986800000006,1.0673123362791754
AG_AMEACA=2 & AUTOR_SEXO=2,CS_RACA=1,0.05518,0.41632714652180475,1.1041403132705796,0.13254,0.37706,0.005204467600000005,1.0672759513960706
CS_ESCOL_N=05 & ORIENT_SEX=1,OUT_VEZES=2,0.03006,0.4229037703995498,1.1037263033707845,0.07108,0.38316,0.0028249871999999968,1.0688685324232081
CS_RACA=1 & ORIENT_SEX=8,REDE_SAU=1,0.05464,0.6613410796417333,1.1032280379703956,0.08262,0.59946,0.005112614800000005,1.1827239027877057
ORIENT_SEX=1 & SG_UF=31,REDE_SAU=1,0.03308,0.6602794411177645,1.1014570465381586,0.0501,0.59946,0.0030470540000000004,1.1790278495887192
AUTOR_SEXO=2,CS_RACA=1,0.06676,0.41501927141613826,1.1006717005679156,0.16086,0.37706,0.006106128400000001,1.0648897810839533
AUTOR_SEXO=1 & CS_RACA=4,REDE_SAU=2,0.12888,0.399108138238573,1.100441541409984,0.32292,0.36268,0.011763374399999998,1.0606234508348795
CS_ESCOL_N=06 & SG_UF=35,OUT_VEZES=1,0.03104,0.47549019607843135,1.0989927335053653,0.06528,0.43266,0.002795955200000002,1.0816575700934579
AG_AMEACA=2 & AUTOR_SEXO=1,SIT_CONJUG=1,0.20296,0.4317930388903072,1.0989337241431008,0.47004,0.39292,0.018271883200000005,1.0684135210423844
CS_ESCOL_N=03 & OUT_VEZES=1,CS_RACA=4,0.03688,0.5168161434977578,1.0989073857064806,0.07136,0.4703,0.0033193919999999974,1.0962700696055685
ORIENT_SEX=8 & REDE_SAU=2,AG_AMEACA=2,0.0578,0.795704845814978,1.0985239608677941,0.07264,0.72434,0.005183942400000002,1.3493222641509437
OUT_VEZES=1 & REDE_SAU=1,CS_RACA=1,0.09874,0.41417785234899324,1.0984401749031805,0.2384,0.37706,0.008848895999999995,1.0633602749534583
CS_ESCOL_N=10 & OUT_VEZES=2,REDE_SAU=1,0.03598,0.6580102414045355,1.097671640150361,0.05468,0.59946,0.0032015271999999984,1.1712046631016042
CS_ESCOL_N=06,CS_RACA=1,0.07542,0.4133961850471388,1.0963671167642783,0.18244,0.37706,0.006629173599999996,1.0619433152681743
CS_ESCOL_N=06,OUT_VEZES=2,0.07664,0.4200833150624863,1.0963652653264597,0.18244,0.38316,0.0067362896000000005,1.063670034026465
CS_ESCOL_N=06 & OUT_VEZES=2,AG_AMEACA=2,0.06086,0.7941022964509394,1.0963115338804146,0.07664,0.72434,0.005346582400000001,1.3388201774397972
AG_AMEACA=1 & REDE_SAU=1,SIT_CONJUG=1,0.05004,0.4306368330464716,1.0959911255382053,0.1162,0.39292,0.004382696000000005,1.066243893591294
AUTOR_SEXO=2 & CS_RACA=1,REDE_SAU=1,0.04386,0.6569802276812463,1.0959534041991899,0.06676,0.59946,0.003840050400000003,1.1676877903930134
CS_ESCOL_N=09 & ORIENT_SEX=1,AUTOR_SEXO=1,0.08278,0.7579197949093573,1.0958615929402813,0.10922,0.69162,0.007241263600000006,1.2738753252647508
AG_AMEACA=2 & CS_ESCOL_N=06,AUTOR_SEXO=1,0.0917,0.7578512396694216,1.0957624702429392,0.121,0.69162,0.008013980000000004,1.2735146757679185
AUTOR_SEXO=1 & SG_UF=31,ORIENT_SEX=1,0.04012,0.6504539559014267,1.0957413090890245,0.06168,0.59362,0.0035055184000000045,1.1625936178107605
CS_RACA=4 & SIT_CONJUG=8,OUT_VEZES=2,0.0367,0.41971637694419034,1.0954076024224615,0.08744,0.38316,0.003196489600000005,1.062997430035475
AUTOR_SEXO=2 & ORIENT_SEX=1,AG_AMEACA=2,0.0603,0.7932123125493291,1.09508285135341,0.07602,0.72434,0.005235673199999999,1.3330580916030534
AG_AMEACA=2 & ORIENT_SEX=1,REDE_SAU=1,0.26664,0.656457728100842,1.0950817871098022,0.40618,0.59946,0.02315133720000001,1.1659118331661174
CS_RACA=4 & REDE_SAU=1,OUT_VEZES=2,0.11612,0.4195086705202312,1.0948655144593151,0.2768,0.38316,0.010061312000000003,1.0626170774209611
CS_RACA=4 & SIT_CONJUG=1,AUTOR_SEXO=1,0.14194,0.7564485184395652,1.0937343027089517,0.18764,0.69162,0.012164423199999996,1.2661799387308537
AG_AMEACA=2 & SIT_CONJUG=8,CS_RACA=1,0.06254,0.41236977449558226,1.0936449755889839,0.15166,0.37706,0.0053550804000000035,1.0600884245960505
AG_AMEACA=2 & SG_UF=35,ORIENT_SEX=1,0.12416,0.6491007946465914,1.0934618015676552,0.19128,0.59362,0.01061236639999999,1.158110345649583
AG_AMEACA=2 & OUT_VEZES=1,ORIENT_SEX=1,0.17182,0.6490141270680668,1.093315803153645,0.26474,0.59362,0.014665041200000006,1.1578243779595352
AUTOR_SEXO=1 & OUT_VEZES=2,AG_AMEACA=2,0.1942,0.7918127701215038,1.0931506890707454,0.24526,0.72434,0.0165483716,1.3240965844104977
AG_AMEACA=1,SIT_CONJUG=1,0.09948,0.4293853591160221,1.092806065143088,0.23168,0.39292,0.0084482944,1.0639054039334344
CS_ESCOL_N=05,OUT_VEZES=2,0.0389,0.4186396900559621,1.092597583401091,0.09292,0.38316,0.0032967727999999932,1.061028744909293
OUT_VEZES=2,REDE_SAU=1,0.25094,0.6549222257020566,1.092520311116766,0.38316,0.59946,0.02125090639999999,1.1607238420813797
REDE_SAU=1,OUT_VEZES=2,0.25094,0.4186100824075001,1.092520311116766,0.59946,0.38316,0.02125090639999999,1.0609747113508552
REDE_SAU=1 & SG_UF=41,AG_AMEACA=2,0.04048,0.7909339585775693,1.091937430733591,0.05118,0.72434,0.0034082787999999975,1.3185307289719623
AUTOR_SEXO=1 & CS_ESCOL_N=06,REDE_SAU=2,0.05776,0.39594187003016174,1.0917113434161292,0.14588,0.36268,0.004852241599999994,1.0550640217884704
CS_ESCOL_N=03 & OUT_VEZES=2,REDE_SAU=1,0.03172,0.654020618556701,1.0910162789121893,0.0485,0.59946,0.002646189999999996,1.1576990464839094
AUTOR_SEXO=1 & SIT_CONJUG=1,OUT_VEZES=2,0.1234,0.41779523293607795,1.0903936552251747,0.29536,0.38316,0.010229862399999998,1.0594897790183762
SG_UF=35,OUT_VEZES=2,0.10432,0.41758065807381317,1.0898336414913175,0.24982,0.38316,0.008598968799999995,1.0590994419243989
AG_AMEACA=2 & SG_UF=31,CS_RACA=4,0.03292,0.5124533001245329,1.0896306615448288,0.06424,0.4703,0.002707927999999995,1.086460025542784
CS_ESCOL_N=06 & OUT_VEZES=1,SIT_CONJUG=1,0.03872,0.42812914639540023,1.0896089443026575,0.09044,0.39292,0.003184315199999996,1.0615683526682136
AUTOR_SEXO=1 & SIT_CONJUG=2,REDE_SAU=2,0.07556,0.39514695115573684,1.0895195521003,0.19122,0.36268,0.006208330400000003,1.053677420024209
AG_AMEACA=1 & AUTOR_SEXO=1,SIT_CONJUG=1,0.0844,0.42790509024538637,1.0890387107945292,0.19724,0.39292,0.0069004592,1.0611525983693728
ORIENT_SEX=8 & REDE_SAU=2,OUT_VEZES=2,0.03028,0.41685022026431723,1.0879272895508854,0.07264,0.38316,0.0024472576000000024,1.0577728423040604
AG_AMEACA=2 & CS_ESCOL_N=03,AUTOR_SEXO=1,0.07262,0.7522270561425316,1.087630571907307,0.09654,0.69162,0.005851005200000009,1.2446072408026756
CS_ESCOL_N=09 & REDE_SAU=1,AG_AMEACA=2,0.09736,0.7877022653721683,1.0874758612974131,0.1236,0.72434,0.007831576000000007,1.298459451219512
SIT_CONJUG=1,AUTOR_SEXO=1,0.29536,0.75170518171638,1.0868760037540557,0.39292,0.69162,0.02360866960000002,1.2419912833128335
AUTOR_SEXO=1,SIT_CONJUG=1,0.29536,0.42705531939504354,1.0868760037540557,0.69162,0.39292,0.02360866960000002,1.0595787351738757
CS_RACA=2,AUTOR_SEXO=1,0.07494,0.7515042117930205,1.0865854252234182,0.09972,0.69162,0.0059716536000000014,1.2409868280871672
CS_ESCOL_N=03 & SIT_CONJUG=1,CS_RACA=4,0.03962,0.5108303249097473,1.0861797255150911,0.07756,0.4703,0.0031435319999999975,1.0828553505535057
CS_ESCOL_N=03,CS_RACA=4,0.06902,0.5107296137339056,1.0859655831042008,0.13514,0.4703,0.005463657999999996,1.082632456140351
AUTOR_SEXO=1 & OUT_VEZES=2,REDE_SAU=1,0.15964,0.6509010845633205,1.0858123720737338,0.24526,0.59946,0.012616440400000012,1.1473538939500116
ORIENT_SEX=8 & SIT_CONJUG=8,CS_RACA=1,0.07054,0.4091647331786543,1.085144892533428,0.1724,0.37706,0.005534856000000005,1.0543378755154134
CS_ESCOL_N=05 & SIT_CONJUG=1,AUTOR_SEXO=1,0.04294,0.7504369101712688,1.0850422344224702,0.05722,0.69162,0.0033655036,1.2356795238095237
CS_ESCOL_N=06 & CS_RACA=4,REDE_SAU=2,0.03272,0.39326923076923076,1.084342204613518,0.0832,0.36268,0.002545024,1.0504164817749602
REDE_SAU=1 & SG_UF=31,AG_AMEACA=2,0.04318,0.7850909090909092,1.083870708632561,0.055,0.72434,0.0033413000000000054,1.2826818950930632
AUTOR_SEXO=1 & CS_ESCOL_N=09,REDE_SAU=2,0.05334,0.3930729550478998,1.083801023072405,0.1357,0.36268,0.004124324000000006,1.050076784847013
AG_AMEACA=1 & REDE_SAU=2,SIT_CONJUG=1,0.04686,0.42584514721919303,1.0837960582795303,0.11004,0.39292,0.003623083200000002,1.0573454131054134
OUT_VEZES=2 & REDE_SAU=1,CS_RACA=1,0.10254,0.408623575356659,1.0837096890591922,0.25094,0.37706,0.0079205636,1.0533730700808626
CS_ESCOL_N=09 & SG_UF=35,AG_AMEACA=2,0.03526,0.7849510240427426,1.0836775879321074,0.04492,0.72434,0.0027226471999999974,1.281847536231884
SG_UF=31,REDE_SAU=1,0.055,0.6490441350011801,1.0827146682033497,0.08474,0.59946,0.0042017596,1.141283106926698
AG_AMEACA=2 & CS_ESCOL_N=03,CS_RACA=4,0.04914,0.5090118085767558,1.0823130099441969,0.09654,0.4703,0.003737238000000004,1.078844683544304
CS_RACA=4 & SG_UF=35,AG_AMEACA=2,0.07024,0.7839285714285714,1.0822660234538635,0.0896,0.72434,0.005339135999999994,1.2757818181818181
AG_AMEACA=2 & SIT_CONJUG=2,OUT_VEZES=1,0.0726,0.4682058557977557,1.082156556644376,0.15506,0.43266,0.0055117403999999925,1.0668413824884793
CS_RACA=1 & SIT_CONJUG=1,REDE_SAU=1,0.09316,0.6480244852531998,1.081013721104327,0.14376,0.59946,0.006981630400000008,1.1379768853754941
AG_AMEACA=2 & CS_ESCOL_N=03,OUT_VEZES=1,0.04514,0.46757820592500515,1.0807058797323652,0.09654,0.43266,0.0033710035999999985,1.0655837276264588
AG_AMEACA=2 & SIT_CONJUG=1,REDE_SAU=1,0.18312,0.6477996320928259,1.0806386282534712,0.28268,0.59946,0.013664647200000019,1.137250373644034
AUTOR_SEXO=1 & ORIENT_SEX=1,REDE_SAU=2,0.18566,0.39183656240766535,1.0803919775219624,0.47382,0.36268,0.013814962399999992,1.0479419850083287
OUT_VEZES=2 & SIT_CONJUG=2,AUTOR_SEXO=1,0.0552,0.7469553450608931,1.0800083066725847,0.0739,0.69162,0.004089282,1.2186781818181818
CS_RACA=4 & OUT_VEZES=1,SIT_CONJUG=1,0.08274,0.4243076923076923,1.079883162749904,0.195,0.39292,0.00612059999999999,1.0545216461785143
CS_ESCOL_N=06 & ORIENT_SEX=1,OUT_VEZES=2,0.06254,0.4135696336463431,1.0793653660255327,0.15122,0.38316,0.0045985448,1.0518554894000902
AG_AMEACA=2 & CS_ESCOL_N=10,REDE_SAU=1,0.06462,0.6469763716459752,1.079265291505647,0.09988,0.59946,0.004745935200000002,1.1345982756664776
AG_AMEACA=2 & AUTOR_SEXO=1,OUT_VEZES=2,0.1942,0.41315632712109607,1.0782866873397434,0.47004,0.38316,0.014099473599999995,1.051114680974478
SG_UF=35 & SIT_CONJUG=1,AG_AMEACA=2,0.07586,0.7804526748971193,1.0774673149309983,0.0972,0.72434,0.005454152000000004,1.2555835051546391
CS_RACA=1 & OUT_VEZES=1,REDE_SAU=2,0.06582,0.3907622892424602,1.077429936148837,0.16844,0.36268,0.004730180800000004,1.0460941414928864
CS_ESCOL_N=03 & OUT_VEZES=2,AUTOR_SEXO=1,0.03614,0.7451546391752577,1.0774047008115117,0.0485,0.69162,0.002596429999999997,1.2100671521035598
AG_AMEACA=2 & CS_ESCOL_N=05,REDE_SAU=1,0.04254,0.6457194899817852,1.0771686017111821,0.06588,0.59946,0.0030475752000000064,1.1305730591259644
CS_ESCOL_N=10 & ORIENT_SEX=8,REDE_SAU=1,0.07412,0.6454197143852317,1.0766685256484698,0.11484,0.59946,0.005278013600000006,1.1296172298624758
CS_ESCOL_N=06 & CS_RACA=4,OUT_VEZES=2,0.03432,0.41250000000000003,1.0765737550892578,0.0832,0.38316,0.002441088000000008,1.0499404255319151
OUT_VEZES=2 & SIT_CONJUG=2,REDE_SAU=1,0.04768,0.6451962110960758,1.0762956846096083,0.0739,0.59946,0.003379906000000002,1.1289056445461483
AG_AMEACA=2 & CS_ESCOL_N=05,AUTOR_SEXO=1,0.04904,0.7443837279902854,1.076290055218596,0.06588,0.69162,0.003476074400000001,1.2064177197149646
AG_AMEACA=2 & CS_RACA=2,ORIENT_SEX=1,0.0444,0.6386651323360184,1.0758821002257646,0.06952,0.59362,0.003131537599999998,1.1246631210191083
AUTOR_SEXO=1 & CS_ESCOL_N=06,CS_RACA=1,0.05916,0.40553879901288725,1.0755285604754874,0.14588,0.37706,0.004154487199999994,1.0479069095940958
CS_RACA=4 & OUT_VEZES=2,REDE_SAU=1,0.11612,0.6446813235620698,1.075436765692573,0.18012,0.59946,0.008145264799999996,1.1272697625
CS_RACA=4 & REDE_SAU=2,AUTOR_SEXO=1,0.12888,0.7437673130193906,1.0753987927176638,0.17328,0.69162,0.009036086400000004,1.2035154594594595
REDE_SAU=1 & SG_UF=35,AG_AMEACA=2,0.14168,0.7785470930871524,1.0748365313073314,0.18198,0.72434,0.009864606800000009,1.2447793250620347
AUTOR_SEXO=1 & REDE_SAU=1,OUT_VEZES=1,0.18646,0.4646862383492,1.0740217222511903,0.40126,0.43266,0.012850848399999976,1.0598270409683426
AG_AMEACA=2 & CS_ESCOL_N=03,OUT_VEZES=2,0.03972,0.41143567433188316,1.0737959973167428,0.09654,0.38316,0.002729733599999999,1.0480417740232315
AUTOR_SEXO=2 & SIT_CONJUG=1,REDE_SAU=1,0.03822,0.6436510609632873,1.0737181145752632,0.05938,0.59946,0.0026240651999999975,1.1240106427221173
ORIENT_SEX=8 & OUT_VEZES=2,REDE_SAU=1,0.0574,0.6436420722135008,1.0737031198303486,0.08918,0.59946,0.003940157200000002,1.1239822907488988
CS_ESCOL_N=06 & OUT_VEZES=1,CS_RACA=1,0.0366,0.40468819106590004,1.0732726650026523,0.09044,0.37706,0.0024986935999999974,1.0464096136701337
CS_ESCOL_N=10 & SIT_CONJUG=8,REDE_SAU=1,0.07456,0.6428694602517676,1.0724142732655517,0.11598,0.59946,0.0050346292000000015,1.121550680830517
AG_AMEACA=2 & CS_ESCOL_N=03,REDE_SAU=1,0.06202,0.6424280091153926,1.0716778585983928,0.09654,0.59946,0.0041481316,1.1201660370799535
AG_AMEACA=2 & ORIENT_SEX=8,CS_RACA=1,0.06772,0.4040572792362769,1.0715994251214047,0.1676,0.37706,0.004524743999999997,1.0453018021625953
OUT_VEZES=2 & SIT_CONJUG=8,REDE_SAU=1,0.05124,0.6422662321383805,1.0714079874193116,0.07978,0.59946,0.003415081199999996,1.1196594674141556
AUTOR_SEXO=1 & SG_UF=41,ORIENT_SEX=1,0.0383,0.6353682813536828,1.0703282931061668,0.06028,0.59362,0.0025165863999999996,1.1144943767060964
ORIENT_SEX=1 & REDE_SAU=1,CS_RACA=1,0.14476,0.40356844159464733,1.0703029798829027,0.3587,0.37706,0.00950857799999999,1.0444450687108535
CS_ESCOL_N=10,REDE_SAU=1,0.07488,0.6414253897550112,1.0700053210472946,0.11674,0.59946,0.004899039600000002,1.1170339130434783
SIT_CONJUG=8,CS_RACA=1,0.0752,0.40326040326040324,1.069486032091453,0.18648,0.37706,0.004885851199999999,1.0439059237958304
SG_UF=31,CS_RACA=4,0.04262,0.5029502006136417,1.0694241986256467,0.08474,0.4703,0.0027667779999999975,1.0656879867046534
CS_RACA=1 & SIT_CONJUG=1,AUTOR_SEXO=1,0.10632,0.7395659432387313,1.069324113297376,0.14376,0.69162,0.006892708799999994,1.1841001282051284
CS_ESCOL_N=09 & CS_RACA=4,AG_AMEACA=2,0.07938,0.774439024390244,1.069165066667924,0.1025,0.72434,0.005135150000000019,1.2221085640138416
SG_UF=33 & SIT_CONJUG=1,AUTOR_SEXO=1,0.03788,0.7392661982825917,1.0688907178545901,0.05124,0.69162,0.002441391199999997,1.1827388622754487
CS_RACA=4 & REDE_SAU=1,AG_AMEACA=2,0.21416,0.7736994219653179,1.0681439958656405,0.2768,0.72434,0.013662688000000006,1.2181144316730526
ORIENT_SEX=1 & SIT_CONJUG=1,OUT_VEZES=1,0.13508,0.46206471916261893,1.0679626477201936,0.29234,0.43266,0.008596175600000006,1.0546621874602569
REDE_SAU=2 & SIT_CONJUG=1,CS_RACA=4,0.0715,0.5021772720887765,1.0677807188789634,0.14238,0.4703,0.004538685999999986,1.064033380361174
AG_AMEACA=2 & SG_UF=33,SIT_CONJUG=1,0.03582,0.4194379391100702,1.067489410338161,0.0854,0.39292,0.0022646319999999956,1.0456763210972166
AG_AMEACA=2 & REDE_SAU=2,OUT_VEZES=2,0.09846,0.4089210067281336,1.0672330272683306,0.24078,0.38316,0.0062027352000000036,1.0435830185497472
REDE_SAU=2,AUTOR_SEXO=1,0.2677,0.73811624572626,1.0672280236636593,0.36268,0.69162,0.01686325839999997,1.1775453611286584
AUTOR_SEXO=1,REDE_SAU=2,0.2677,0.3870622596223359,1.0672280236636593,0.69162,0.36268,0.01686325839999997,1.0397793413851668
CS_ESCOL_N=03 & CS_RACA=1,AUTOR_SEXO=1,0.03366,0.7378342832091188,1.0668203395059697,0.04562,0.69162,0.002108295600000004,1.1762788963210702
AG_AMEACA=2 & ORIENT_SEX=8,REDE_SAU=1,0.10718,0.6394988066825775,1.0667914567820664,0.1676,0.59946,0.006710504000000006,1.111064283349884
CS_RACA=4 & SG_UF=31,AG_AMEACA=2,0.03292,0.7724073205068043,1.0663601630543726,0.04262,0.72434,0.002048629199999999,1.211198886597938
REDE_SAU=2 & SG_UF=35,AUTOR_SEXO=1,0.0463,0.7372611464968154,1.0659916522032553,0.0628,0.69162,0.0028662640000000003,1.1737129696969701
CS_RACA=4 & ORIENT_SEX=1,REDE_SAU=2,0.10676,0.38653149891383054,1.0657645828659714,0.2762,0.36268,0.006587783999999999,1.038879745042493
CS_RACA=4 & SG_UF=35,AUTOR_SEXO=1,0.06604,0.7370535714285714,1.0656915234212014,0.0896,0.69162,0.004070848000000002,1.1727864176570457
CS_RACA=4 & SIT_CONJUG=2,REDE_SAU=2,0.04058,0.3864761904761905,1.0656120835893639,0.105,0.36268,0.0024985999999999967,1.0387860912760012
SG_UF=41,OUT_VEZES=1,0.04324,0.4605879846612697,1.0645494953572545,0.09388,0.43266,0.0026218791999999963,1.0517748657187993
CS_RACA=4 & SG_UF=35,OUT_VEZES=2,0.03654,0.4078125,1.064339962417789,0.0896,0.38316,0.002208864000000005,1.0416295514511875
CS_ESCOL_N=01,REDE_SAU=1,0.038,0.6380120886501007,1.064311361308679,0.05956,0.59946,0.002296162399999996,1.106501038961039
REDE_SAU=1 & SIT_CONJUG=1,AUTOR_SEXO=1,0.17538,0.735469261092007,1.0634007997050505,0.23846,0.69162,0.010456294799999988,1.1657624413443246
AG_AMEACA=2 & SIT_CONJUG=8,REDE_SAU=1,0.0966,0.6369510747725176,1.062541411891565,0.15166,0.59946,0.005685896400000015,1.1032672793316385
AUTOR_SEXO=2 & OUT_VEZES=2,REDE_SAU=1,0.052,0.6369426751592356,1.0625273999253255,0.08164,0.59946,0.003060085599999998,1.103241754385965
REDE_SAU=1 & SIT_CONJUG=2,CS_RACA=1,0.05372,0.400417412045319,1.0619461413178777,0.13416,0.37706,0.0031336303999999968,1.0389561213326703
SG_UF=31,OUT_VEZES=2,0.03448,0.40689166863346704,1.0619367069460983,0.08474,0.38316,0.002011021599999996,1.0400123676880224
AUTOR_SEXO=1 & REDE_SAU=2,SIT_CONJUG=1,0.11168,0.4171834142697049,1.0617515378950038,0.2677,0.39292,0.006495316000000001,1.0416313036790155
CS_ESCOL_N=09 & SIT_CONJUG=1,AG_AMEACA=2,0.05126,0.7685157421289356,1.0609875778349056,0.0667,0.72434,0.002946522000000007,1.1908369170984459
AG_AMEACA=2 & CS_ESCOL_N=04,AUTOR_SEXO=1,0.03014,0.7336903602726388,1.0608287213681484,0.04108,0.69162,0.001728250399999999,1.1579753564899453
REDE_SAU=1 & SIT_CONJUG=1,AG_AMEACA=2,0.18312,0.7679275350163549,1.060175518425539,0.23846,0.72434,0.010393883600000015,1.1878186411275748
CS_RACA=2 & REDE_SAU=1,AUTOR_SEXO=1,0.04216,0.7329624478442281,1.0597762468468641,0.05752,0.69162,0.002378017600000004,1.1548188541666669
REDE_SAU=1,AG_AMEACA=2,0.46016,0.7676241951089314,1.0597567373180157,0.59946,0.72434,0.025947143600000055,1.1862680804020105
AG_AMEACA=2,REDE_SAU=1,0.46016,0.6352817737526576,1.0597567373180155,0.72434,0.59946,0.025947143600000055,1.098217668256492
ORIENT_SEX=1 & REDE_SAU=1,OUT_VEZES=1,0.16446,0.4584889880122665,1.0596981186434302,0.3587,0.43266,0.009264857999999987,1.0476979921746292
